,Questions,Answers
361,"There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in game events and anyways that can be replaced). There isn't any way to tell if the game is fake or not until you have it in your hand (seeing as online sellers can use real images from anywhere and state they are theirs) and when purchasing it's purely based off of trust.



    There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in...
      » 
Read More


   There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in game events and anyways that can be replaced). There isn't any way to tell if the game is fake or not until you have it in your hand (seeing as online sellers can use real images from anywhere and state they are theirs) and when purchasing it's purely based off of trust.
      « 

Show Less","There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in game events and anyways that can be replaced). There isn't any way to tell if the game is fake or not until you have it in your hand (seeing as online sellers can use real images from anywhere and state they are theirs) and when purchasing it's purely based off of trust.



    There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in...
      » 
Read More


   There's many different ways to tell real from fake. The obvious is the case: Pokemon Emerald is a transparent green, fakes may use a solid green; the Official Nintendo Seal will also be on the logo sticker, some fakes forget to put that on; another the nintendo logo on the cartridge (under the casing) which is visible by tilting the game or just taking the back off; the very sad way to figure out the game is a fake is having the save function just not work at all (note that Emerald does not need the internal battery to work to save the game. The internal battery just determines certain in game events and anyways that can be replaced). There isn't any way to tell if the game is fake or not until you have it in your hand (seeing as online sellers can use real images from anywhere and state they are theirs) and when purchasing it's purely based off of trust.
      « 

Show Less"
362,Yes in fact the multiplayer mode in COD has always been one of the best features of the game. You do need a stable internet connection though. Hope this helps.,Yes in fact the multiplayer mode in COD has always been one of the best features of the game. You do need a stable internet connection though. Hope this helps.
363,The key from the cd box is all you need for founders status.When entering the key remember to enter it backwards as well for an additional mount.,The key from the cd box is all you need for founders status.When entering the key remember to enter it backwards as well for an additional mount.
364,"Depends on what your goal is. If you're just playing through the game normally, it could take a couple/few hours.100% completion is a different story...","Depends on what your goal is. If you're just playing through the game normally, it could take a couple/few hours.100% completion is a different story..."
365,"Hi, I do not have a PS4 but from what I've read on the internet there are compatibility issues of PS3 remote with the PS4, so this may not work on PS4. You could email the manufacturer at -pcsupport@smkusa.com - to get a specific reply. Hope this helps.","Hi, I do not have a PS4 but from what I've read on the internet there are compatibility issues of PS3 remote with the PS4, so this may not work on PS4. You could email the manufacturer at -pcsupport@smkusa.com - to get a specific reply. Hope this helps."
366,Yes,Yes
367,I can say mine did and I have a couple of their games to include mario party's,I can say mine did and I have a couple of their games to include mario party's
368,Yes,Yes
369,"Yes, unless it is a xl 3DS","Yes, unless it is a xl 3DS"
370,"Battlefield bad company 2, was an awesome game. Enjoyed it way better than I thought. So I bought battlefield 3. That game was great and intense, I really liked that one as well. If I had to choose between the two it's a hard call. With today's gadgets for war and to match call of duty I'd go with battlefield 3. Just stay away from battlefield 4, Geez a waste of money and time.","Battlefield bad company 2, was an awesome game. Enjoyed it way better than I thought. So I bought battlefield 3. That game was great and intense, I really liked that one as well. If I had to choose between the two it's a hard call. With today's gadgets for war and to match call of duty I'd go with battlefield 3. Just stay away from battlefield 4, Geez a waste of money and time."
371,Yes it DOES!!!,Yes it DOES!!!
372,"I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key. The only thing is Cherry MX Brown switches are harder to come by in the US, but both Filco, which are now purchasable on Amazon via a merchant and the Das S Silent utilize said switches.



    I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key....
      » 
Read More


   I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key. The only thing is Cherry MX Brown switches are harder to come by in the US, but both Filco, which are now purchasable on Amazon via a merchant and the Das S Silent utilize said switches.
      « 

Show Less","I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key. The only thing is Cherry MX Brown switches are harder to come by in the US, but both Filco, which are now purchasable on Amazon via a merchant and the Das S Silent utilize said switches.



    I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key....
      » 
Read More


   I agree with Duc. All the latest mechanical keyboards use the same switches from Cherry, so they're give the same basic feel. In terms of price, the Razer keyboards, which use Cherry MX Blue switches seem the best and combined with the macro software is a rather great choice. I have two Filco Majestouch keyboards, one with Cherry MX Brown (tactile, but not clicky) and one with Cherry MX Blue (tactile + clicky) switches. In my opinion, I feel that the Cherry MX Brown switches are better for typing, but they're easier to fat finger, Blues are better for gaming as it's harder to mistype a key. The only thing is Cherry MX Brown switches are harder to come by in the US, but both Filco, which are now purchasable on Amazon via a merchant and the Das S Silent utilize said switches.
      « 

Show Less"
