,Questions,Answers
91,"Is this keyboard weighted, or is it just touch sensitive ?","The keys are light feeling and probably not weighted, but you can open the ""FUNCTION"" menu and there is a ""TOUCH"" option:  ""OFF"", ""1"" and ""2"".  ""2"" is the highest/most sensitive setting and makes it feel more like a real piano.  I turn the touch response to ""OFF"" when I am using the keyboard for midi or recording.  The touch response is quite nice.  The velocity/volume of the note depends on how FAST you hit the key, not how HARD you hit the key.  The keys do feel pretty light to be honest though.  But this alone should not deter you from buying the keyboard.



    The keys are light feeling and probably not weighted, but you can open the ""FUNCTION"" menu and there is a ""TOUCH"" option: ""OFF"", ""1"" and ""2"". ""2"" is the highest/most sensitive setting and makes it feel more like a real piano. I turn the touch response to ""OFF"" when I am using the keyboard for midi or recording. The touch response is quite nice. The velocity/volume of the note depends on how FAST you hit the key, not how HARD you hit the key. The keys do feel pretty light to be honest though. But this alone...
      » 
Read More


   The keys are light feeling and probably not weighted, but you can open the ""FUNCTION"" menu and there is a ""TOUCH"" option:  ""OFF"", ""1"" and ""2"".  ""2"" is the highest/most sensitive setting and makes it feel more like a real piano.  I turn the touch response to ""OFF"" when I am using the keyboard for midi or recording.  The touch response is quite nice.  The velocity/volume of the note depends on how FAST you hit the key, not how HARD you hit the key.  The keys do feel pretty light to be honest though.  But this alone should not deter you from buying the keyboard.
      « 

Show Less"
92,"If the device isn't recognized as a midi device, how do you fix it?","Shortly after asking the question I found the answer.  It wasn't the drivers, nor the operating system.  The problem was that while the computer may have a whole lot of midi drivers on it if we use a lot of different midi devices, let's say we have 20; well the Korg nanoKontrol will only be recognized if it's one of the first 9 to be installed.  Kind of like Justin Beeber at Disneyland....if he can't be at the front of the line, he won't go.  BUT the fix for it is in this YouTube video.  The guy shows all the steps to take:  http://www.youtube.com/watch?v=s9OfwDr8oYQ"
93,How long does battery last on this microphone?,6 to 8 hr of normal use
94,"If the device isn't recognized as a midi device, how do you fix it?","Shortly after asking the question I found the answer.  It wasn't the drivers, nor the operating system.  The problem was that while the computer may have a whole lot of midi drivers on it if we use a lot of different midi devices, let's say we have 20; well the Korg nanoKontrol will only be recognized if it's one of the first 9 to be installed.  Kind of like Justin Beeber at Disneyland....if he can't be at the front of the line, he won't go.  BUT the fix for it is in this YouTube video.  The guy shows all the steps to take:  http://www.youtube.com/watch?v=s9OfwDr8oYQ"
95,are these with stainless steel posts?,"They are not posts, but French hooks and I think they are stainless steel, but I'm not sure."
96,Does it record and playback.,"It does not record and playback, but we easily hooked ours up to an old VCR and do our recording/playback from that."
97,Does this product come with a warning that it contains cancer causing chemicals?,Do not eat this bench
98,Is this worth the extra $100 dollars over the PreSonus 24/96 or should I stick to my budget and use the extra money elsewhere?,It is very much wroth the extra $100. The Pro 40 has some great preamps and you'll get two headphone out's. One for you and another for your vocalist.
99,What speaker cable is needed for this?,"You need to use speaker cables....NOT guitar or instrument cables. Use speaker cables only, you'll have a better sound."
100,"Aside form tuning, is this banjo set up and ready to play?","Yes, with very little tuning required"
101,"I just purchased a Canon Vixia G20.  Would this work without having to buy any adapters?  I'm not a tech geek, so looking for the most straightforward",My cd player/radio/tape player has a 'mic' adapter plug and I plug it into that.  It works fine.
102,How Many computer authorize does this crossgrade has?,"Mine came with 2, YMMV"
103,How do I tighten the strings?,You can use pegs on the neck and also fine tuners on the tailpiece.
104,Can the stand portion that holds the laptop lie flat? Or does it always need to be at an angle like in the images?,You can turn it to any angle and fix in any position.
105,Does this have a battery outlet where you can change the battery,"It has a small compartment in the back and it comes with a 9v battery but you can change the battery, it also has a plug to plug into a wall outlet, but it doesn't come with the cord"
106,Does this mandolin sound loud and good without being plugged in or does it have to be plugged in to sound good?,"You can play this mandolin with or without being plugged. When unplugged you have  a loud and good sound depending on the picks and strings you use. When plugged to a 10 watt amp you  fill ,let's say, a pub or a small hall with its sound, when you want to play in a concert hall you need more, of course. I use different picks for different songs and kinds of music, but you have to try out what suits you best. All in all it's a very nice instrument."
107,"hello, is the rechargebale case include in the offer? what is the addistional cost?","Hello, Unfortunately this unit does not have rechargeable capabilities. You can use standard AA rechargeable batteries, available at most electronics stores, but you cannot recharge the batteries inside the unit. Thanks for choosing Discount Audio!"
108,Does this come with the microphone or do I have to buy that separately?,That has to be purchased separately. This is the one I use. DBX Driverack RTA Condenser Microphone
