,Questions,Answers
105,Does this product contain MSG?,"Yes, it does. I'm reading it right off the label."
106,Does it need refrigeration before opened?,"I don't think it needs it. I put it in the fridge as soon as I got it though. by the way, it is very good. I will buy it again."
107,can you capsule it,I bought it for my daughter-in-law.  She grinds it in a magic bullet type blender into a powder.  I would think you could put it into capsules.
108,Does anyone have the nutritional information for these crackers?,"Reading from the back of the box...Serving size 15 crackers, Calories 140, Total Fat 5g, Sat Fat 0.5g, Trans Fat 0g, Cholesterol 0mg, Sodium 110mg, Total Carb 20g, Dietary Fiber 2g, Sugars 0g, Protein 3g. Ingredients: brown rice meal, sesame seeds, potato starch, quinoa seeds, safflower oil, flax seeds, amaranth seeds, tamari soy sauce powder (tamari soy sauce soybeans, salt), maltodextrin (corn), salt. Contains SOY."
109,Are these in the original box package?,Yes. Individual boxes
110,What is the size of this?,"I put it on a 9"" round cake, but it was just a little too big - would have been fine on a 10"" diameter cake. If I remember correctly, the ends of the swords just barely curved over the edge of the cake. It looked great even though it didn't fit perfectly. I can't remember the exact dimensions of the design. Hope this helps."
111,Has anyone tried drinking this iced/chilled? Does it still taste appealing? Thank you!,It is good cold too. Normally I drink it hot in the mornings though.
112,how much sodium,The label says 360 mg sodium in a 1/2 cup serving.
113,Can you use this to bulk up low carb baking?,"Yes, you can.  You might want to experiment a little as to how much you use. There is no taste to it, but it is a good filler and bulking agent that helps with appetite and filling full faster. You can experiment with spices or use in place of corn starch and flour in your receipes. That in of itself will bring the carb content to a much lower level. If your just looking for more help with portion control add it to your regular receipes.  I would experiment a to see how your intestines handle it, especially if you are  not use to eating high fiber or have maybe are someone who had weight loss surgery, particularly as a supplement and build up from there. it is very filling without that gritty fiber texture. It also helps with satiety and to some degree blood sugar.  Hope this helps answer your question. :)



    Yes, you can. You might want to experiment a little as to how much you use. There is no taste to it, but it is a good filler and bulking agent that helps with appetite and filling full faster. You can experiment with spices or use in place of corn starch and flour in your receipes. That in of itself will bring the carb content to a much lower level. If your just looking for more help with portion control add it to your regular receipes. I would experiment a to see how your intestines handle it, especially if you are not use to eating high fiber or have maybe are someone who had weight loss...
      » 
Read More


   Yes, you can.  You might want to experiment a little as to how much you use. There is no taste to it, but it is a good filler and bulking agent that helps with appetite and filling full faster. You can experiment with spices or use in place of corn starch and flour in your receipes. That in of itself will bring the carb content to a much lower level. If your just looking for more help with portion control add it to your regular receipes.  I would experiment a to see how your intestines handle it, especially if you are  not use to eating high fiber or have maybe are someone who had weight loss surgery, particularly as a supplement and build up from there. it is very filling without that gritty fiber texture. It also helps with satiety and to some degree blood sugar.  Hope this helps answer your question. :)
      « 

Show Less"
114,Hi... your listing says 8 pack but the box clearly says 6??? So I am guessing the packs only have 6 packages of oatmeal and not 8??,I got 8 boxes with 6 packets in each.
115,Does this kit have an auto siphon?,The kit includes a hose to transfer (siphon) beer from one container to another via gravity.
116,"If bought now, spring, would it bloom this season?","Yes, while nothing flowers year round, spring and early summer bloom is expected and should do so shortly this year."
117,how do you cook shirataki noodles & do you drain liquid and rinse first?,"Yes, drain them first and cook them for a few minutes."
118,Is organic arrowroot powder the same as organic tapioca starch?,"Tapioca is Cassava root, http://en.wikipedia.org/wiki/Tapioca and Arrowroot is from the same plant, but apparently more often from other plants - http://en.wikipedia.org/wiki/Arrowroot  Hope this helps!"
119,Is this fruit grown in USA or other coutries?  Is it prepared in USA or just packaged in USA?,"Yes.  In the ""about us"" description under the ""about the seller"".  It states all fruits are grown in California.  Hope this helps."
120,If i want to put a pinch or 2 on 500 cupcakes how many cartoons should i order?,"2 is plenty. Don't use your fingers use. Small paint brush, dip it in the dust, hold it over the cupcake and flick the stem of the brush with a finger from the opposite hand. It will go way farther."
121,Is it from raw or roasted sesame seeds?,The seeds are roasted before being pressed.
122,How many fruit berry tablets come in the box?,"Ten.  I cut 'em in two to make twenty.  Seems to work fine.  Just remember that the effect lasts for hours, so during that time, other dishes taste different.  That's why I only use them for dessert--after the main dinner."
